ID,ID_IN_BOOK,PROVERB,LANGUAGE,EXPLANATION (ORIGINAL LANGUAGE),EXPLANATION (ENGLISH),CATEGORY,
ZH_0323,G,国有国法，家有家规,ZH,一个国家有一个国家的法律，一个家庭有一个家庭的规矩。指不管任何事都要遵守相关的规章守则。,"A nation has its laws; a family has its rules. In all matters, one must abide by the relevant regulations and codes.",Social Military Politics,
ZH_0324,G,国有王，家有主,ZH,指大到国家，小到家庭，都有管事的人。,"From the nation at the largest scale to the family at the smallest, there is always someone in charge.",Social Military Politics,
ZH_0325,G,过河卒子扫千军,ZH,卒子：象棋中最小的一个子。意思是勇往苴前的小兵具有很强的战斗力。,"""Zúzi"" is the smallest piece in Chinese chess. A foot soldier who charges forward bravely possesses formidable fighting power.",Social Military Politics,
ZH_0326,G,过河卒子扫千里,ZH,指只要指挥得力，普通的士兵也能威力无穷。,"As long as the command is effective, even ordinary soldiers can be invincible.",Social Military Politics,
ZH_0327,G,过了这个村儿，没有这个店儿,ZH,比喻错过了好机会，就不会再有这么好的机会了。,"Once a good opportunity is missed, such a fine chance will not come again.",Social Military Politics,
ZH_0328,H,海枯终见底，人死不知心,ZH,只有海水枯竭时，才能显露出海底。但一个人即便是死掉，也很难让他人了解到他生前心灵深处的故事。喻指人的心思难以揣测。,"Only when the sea dries up can its bottom be revealed. But even when a person dies, others can hardly know the deepest stories of their heart. The thoughts of a person are nearly impossible to fathom.",Social Military Politics,
ZH_0329,H,海上风多舟难行，世上官多不太平,ZH,风多浪大，船只颠簸难行；官多扰民，百姓得不到安宁。,"When winds are strong and waves are high, boats toss and cannot travel smoothly; when officials are too many and meddlesome, the common people find no peace.",Social Military Politics,
ZH_0330,H,海水可量，人不可量,ZH,指单从人的外表，不能估量他的身份和未来。,One cannot judge a person's identity or future merely from their outward appearance.,Social Military Politics,
ZH_0331,H,寒门出将相，草莽出英雄,ZH,古时认为将帅、宰相之类的栋粱之才常常出身贫寒,"In ancient times, it was believed that great generals and prime ministers — pillars of the state — often came from humble origins.",Social Military Politics,
ZH_0332,H,寒门生贵子，白屋出公卿,ZH,指穷苦人家往往出达官贵人。,Illustrious officials and nobles often emerge from poor and lowly households.,Social Military Politics,
ZH_0333,H,韩信将兵，多多益善,ZH,相传西汉时刘邦问他手下的将领韩信能带领多少军队打仗，韩信回答：多多益善。意思就是越多越好。,"Legend has it that in the Western Han dynasty, when Liu Bang asked his general Han Xin how many troops he could command, Han Xin answered: ""The more the better."" This means the more, the merrier.",Social Military Politics,
ZH_0334,H,豪杰之士，所见略同,ZH,意思是英雄豪杰对事物的见解基本上一致。,Heroes and outstanding minds tend to see things the same way.,Social Military Politics,
ZH_0335,H,好的不在多，一个顶十个,ZH,指入或物贵在品质精而不在数量多。,"What matters in people or things is quality, not quantity.",Social Military Politics,
ZH_0336,H,好舵手会使八面风,ZH,经验丰富的人能对付各种困难的局面。,A person rich in experience can handle all manner of difficult situations.,Social Military Politics,
ZH_0337,H,好官易做，好人难做,ZH,指好官容易做，好人却很难做。,"It is easy to be a good official, but hard to be a good person.",Social Military Politics,
ZH_0338,H,好汉报仇，三年不晚,ZH,意指有胆识的人，不轻举妄动，等候时机成熟再行动。,A person of true courage does not act rashly — they wait for the right moment before making their move.,Social Military Politics,
ZH_0339,H,好汉不吃眼前亏,ZH,指精明的人会见机行事，处于劣势逆境时，会暂作让步，避免吃亏受辱。,"A shrewd person acts according to circumstances; when at a disadvantage or in adversity, they will temporarily yield to avoid suffering loss or humiliation.",Social Military Politics,
ZH_0340,H,好汉不打抄手人,ZH,意指真正的好汉不向没有恶意或无力还手的人动武。,A true hero does not use force against those who mean no harm or who are unable to fight back.,Social Military Politics,
ZH_0341,H,好汉不打上门客,ZH,意谓真正的好男儿能宽恕登门示好的人。,A true man of valor can forgive someone who comes to his door in a gesture of goodwill.,Social Military Politics,
ZH_0342,H,好汉不打坐婆婆,ZH,有志气的男子不会欺负弱小者。,A man of ambition does not bully the weak and small.,Social Military Politics,
ZH_0343,H,好汉不夸当年勇,ZH,指有作为的人会再接再厉，不在他人面前炫耀过去的成就。,A person of true accomplishment presses forward without boasting of past achievements before others.,Social Military Politics,
ZH_0344,H,好汉不怕出身低,ZH,意指有志气的男子不怕自己出身卑微。,A man of ambition is not ashamed of humble origins.,Social Military Politics,
ZH_0345,H,好汉不贪色，英雄不贪财,ZH,指英雄好汉不受金钱美女的诱惑。,A true hero is not tempted by money or beauty.,Social Military Politics,
ZH_0346,H,好汉饿不得三日,ZH,指英雄好汉也得吃饱饭，谁也受不了连日饥饿。,Even a hero must eat — no one can endure days of hunger.,Social Military Politics,
ZH_0347,H,好汉护三村，好狗护三邻,ZH,指英雄好汉理当保护和帮助邻里乡亲。,A hero should protect and help neighbors and fellow villagers.,Social Military Politics,
ZH_0348,H,好汉流血不流泪,ZH,英雄好汉宁可自己流血牺牲，也不能掉眼泪祈求他人的同情。,A true hero would rather shed blood and sacrifice his life than shed tears begging for sympathy from others.,Social Military Politics,
ZH_0349,H,好汉怕赖汉，赖汉还怕歪死缠,ZH,胡搅蛮缠不讲理的人比什么都不干的人还难于应付。,An unreasonable person who stirs up trouble is even harder to deal with than someone who does nothing at all.,Social Military Politics,
ZH_0350,H,好汉怕赖汉，赖汉怕急汉,ZH,人被逼急了，什么事情都干得出来。,"When a person is pushed to the breaking point, there is nothing they will not do.",Social Military Politics,
ZH_0351,H,好汉识好汉，英雄识英雄,ZH,指英雄好汉有识别英雄好汉的眼力,A true hero has the eye to recognize another true hero.,Social Military Politics,
ZH_0352,H,好汉天下有好汉，英雄背后有英雄,ZH,指强人中间还有更强的人。劝诫人不要骄傲自满，忽视他人的力量。,"Among the strong, there is always someone stronger. This cautions against arrogance and underestimating others.",Social Military Politics,
ZH_0353,H,好汉一言，快马一鞭,ZH,意指英雄好汉一言九鼎，说话算数，就像好马只要打一鞭子就能飞奔一样。,"A true hero's word is his bond — what he says he will do, just as a fine horse needs only one crack of the whip to gallop.",Social Military Politics,
ZH_0354,H,好汉争气，赖汉争食,ZH,意指有志气的人会在功名事业上拼搏努力，只有庸碌的懒汉才会在衣食琐事上发生争执。,A person of ambition devotes their energy to fame and accomplishment; only the idle and mediocre quarrel over trivial matters of food and clothing.,Social Military Politics,
ZH_0355,H,好汉只怕病来磨,ZH,指体魄健壮的男子也禁不住疾病的折磨。,Even a robust and sturdy man cannot withstand the torment of illness.,Social Military Politics,
ZH_0356,H,好汉子不赶乏兔儿,ZH,"好汉子：此处指强者 有本事的人。乏：疲乏,困乏。意思是好汉不跟一时疲乏劳顿的敌手争高低。换句话说，强大者不欺负弱小者，有本事的人不同已经困乏的人争斗。","""Hǎo hànzi"" here refers to a strong and capable person. ""Fá"" means fatigued or exhausted. A true hero does not compete with an opponent who is temporarily weary and spent. In other words, the strong do not bully the weak, and the capable do not contend with those already exhausted.",Social Military Politics,
